namespace,table_name
curvefi_optimism,wstETH_swap_evt_RemoveLiquidity
curvefi_optimism,wstETH_swap_evt_RemoveLiquidityImbalance
curvefi_optimism,wstETH_swap_evt_RemoveLiquidityOne
curvefi_optimism,wstETH_swap_evt_TokenExchange
curvefi_v2_ethereum,CurveTricryptoFactory_call_deploy_pool
curvefi_v2_ethereum,CurveTricryptoFactory_evt_LiquidityGaugeDeployed
curvefi_v2_ethereum,CurveTricryptoFactory_evt_TricryptoPoolDeployed
dackieswap_base,DackieV3Factory_evt_PoolCreated
dackieswap_base,DackieV3Pool_evt_Swap
dackieswap_v2_arbitrum,DackieFactory_evt_PairCreated
dackieswap_v2_arbitrum,DackiePair_evt_Swap
dackieswap_v2_blast,DackieFactory_evt_PairCreated
dackieswap_v2_blast,DackiePair_evt_Swap
dackieswap_v2_optimism,DackieFactory_evt_PairCreated
dackieswap_v2_optimism,DackiePair_evt_Swap
dackieswap_v3_arbitrum,PancakeV3Factory_evt_PoolCreated
dackieswap_v3_arbitrum,PancakeV3Pool_evt_Swap
dackieswap_v3_blast,DackieV3Factory_evt_PoolCreated
dackieswap_v3_blast,DackieV3Pool_evt_Swap
dackieswap_v3_optimism,DackieV3Pool_evt_Swap
dackieswap_v3_optimism,DonaswapV3Factory_evt_PoolCreated
dappradar_ethereum,Airdrop_evt_TokenClaimed
decent_optimism,DCNTSDK_call_deployDCNT4907A
decent_optimism,DCNTSDK_call_deployDCNT721A
decent_optimism,DCNTSDK_call_deployDCNTCrescendo
decent_optimism,DCNTSDK_call_deployDCNTSeries
decentraland_polygon,MarketplaceV2_evt_OrderSuccessful
defi_kingdoms_kaia,UniswapV2Factory_evt_PairCreated
defi_kingdoms_kaia,UniswapV2Pair_evt_Swap
definedfi,dataset_tokens
defiswap_ethereum,CroDefiSwapPair_evt_Swap
degen,blocks
degen,contracts
degen,creation_traces # Added from original file
degen,logs
degen,logs_decoded
degen,traces
degen,traces_decoded
degen,transactions
derpdex_base,Pair_evt_Swap
derpdex_base,UniswapV3Factory_evt_PoolCreated
derpdex_v1_zksync,UniswapV3Factory_evt_PoolCreated
derpdex_v1_zksync,UniswapV3Pair_evt_Swap
dew_polygon,dew_market_evt_Fulfilled
dex,addresses
dex,atomic_arbitrages
dex,flashloans
dex,info
dex,pools
dex,prices
dex,prices_latest
dex,sandwiched
dex,sandwiches
dex,trades
dex_aggregator,trades
dex_solana,prices
dex_solana,trades
dfx_finance_ethereum,Curve_evt_Trade
dfyn_polygon,UniswapV2Factory_evt_PairCreated
dfyn_polygon,UniswapV2Pair_evt_Swap
dlmm_solana,lb_clmm_call_swap
dlmm_solana,lb_clmm_call_swap2
dlmm_solana,lb_clmm_call_swapexactout
dlmm_solana,lb_clmm_call_swapexactout2
dlmm_solana,lb_clmm_call_swapwithpriceimpact
dlmm_solana,lb_clmm_call_swapwithpriceimpact2
dlmm_solana,lb_clmm_evt_swap
dodo_arbitrum,DODOFeeRouteProxy_evt_OrderHistory
dodo_arbitrum,DODORouteProxy_evt_OrderHistory
dodo_arbitrum,DODOV2Proxy02_evt_OrderHistory
dodo_arbitrum,DODO_evt_BuyBaseToken
dodo_arbitrum,DODO_evt_SellBaseToken
dodo_arbitrum,DPPOracle_evt_DODOSwap
dodo_arbitrum,DSP_evt_DODOSwap
dodo_arbitrum,DVM_evt_DODOSwap
dodo_base,DODOFeeRouteProxy_evt_OrderHistory
dodo_base,DODOFeeRouteProxy_widget_evt_OrderHistory
dodo_base,DPPOracle_evt_DODOSwap
dodo_ethereum,DODOFeeRouteProxy_evt_OrderHistory
dodo_ethereum,DODORouteProxy_evt_OrderHistory
dodo_ethereum,DODOV1Proxy01_evt_OrderHistory
dodo_ethereum,DODOV1Proxy02_evt_OrderHistory
dodo_ethereum,DODOV1Proxy03_evt_OrderHistory
dodo_ethereum,DODOV1Proxy04_evt_OrderHistory
dodo_ethereum,DODOV2Proxy02_evt_OrderHistory
dodo_ethereum,DODO_evt_BuyBaseToken
dodo_ethereum,DODO_evt_SellBaseToken
dodo_ethereum,DPP_evt_DODOSwap
dodo_ethereum,DSP_evt_DODOSwap
dodo_ethereum,DVM_evt_DODOSwap
dodo_optimism,DODOFeeRouteProxy_evt_OrderHistory
dodo_optimism,DODORouteProxy_evt_OrderHistory
dodo_optimism,DODOV2Proxy02_evt_OrderHistory
dodo_optimism,DPP_evt_DODOSwap
dodo_optimism,DSP_evt_DODOSwap
dodo_optimism,DVM_evt_DODOSwap
dodo_v2_polygon,DODOFeeRouteProxy_evt_OrderHistory
dodo_v2_polygon,DODORouteProxy_evt_OrderHistory
dodo_v2_polygon,DODOV2Proxy02_evt_OrderHistory
dodoex_bnb,DODOFeeRouteProxy_evt_OrderHistory
dodoex_bnb,DODORouteProxy_evt_OrderHistory
dodoex_bnb,DODOV2Proxy01_evt_OrderHistory
dodoex_bnb,DODOV2Proxy02_evt_OrderHistory
dodoex_bnb,DODO_evt_BuyBaseToken
dodoex_bnb,DODO_evt_SellBaseToken
dodoex_bnb,DPPAdvanced_evt_DODOSwap
dodoex_bnb,DPPOracle_evt_DODOSwap
dodoex_bnb,DPP_evt_DODOSwap
dodoex_bnb,DSP_evt_DODOSwap
dodoex_bnb,DVM_evt_DODOSwap
dodoex_polygon,DODO_evt_BuyBaseToken
dodoex_polygon,DODO_evt_SellBaseToken
dodoex_polygon,DPPAdvanced_evt_DODOSwap
dodoex_polygon,DPPOracle_evt_DODOSwap
dodoex_polygon,DPP_evt_DODOSwap
dodoex_polygon,DSP_evt_DODOSwap
dodoex_polygon,DVM_evt_DODOSwap
dooar_polygon,DooarSwapV2Factory_evt_PairCreated
dooar_polygon,DooarSwapV2Pair_evt_Swap
dracula_finance_zksync,DraculaFactory_evt_PairCreated
dracula_finance_zksync,DraculaPair_evt_Swap
dragon_swap_sei,DragonswapFactory_evt_PairCreated
dragon_swap_sei,DragonswapPair_evt_Swap
dragon_swap_sei_v2_sei,dragonswapv2factory_evt_poolcreated
dragon_swap_sei_v2_sei,dragonswapv2pool_evt_swap
dragonswap_kaia,PancakePair_evt_Swap
dragonswap_kaia,PancakeV2Factory_evt_PairCreated
dragonswap_kaia,PancakeV3Factory_evt_PoolCreated
dragonswap_kaia,PancakeV3Pool_evt_Swap
dune,blockchains
dune,dataset_core_blockchains
dune,polymarket_markets
dune,prices_day_raw
dune,prices_hour_raw
dune,prices_minute_raw
dune,prices_solana_day_raw
dune,prices_solana_hour_raw
dune,prices_solana_minute_raw
dune_upload,op_airdrop1_addresses_detailed_list
dune_upload,op_airdrop2_addresses_detailed_list
dune_upload,op_airdrop_3_addresses_detailed_list
dune_upload,op_stack_chain_metadata
dydx_ethereum,SoloMargin_evt_LogDeposit
dydx_ethereum,SoloMargin_evt_LogWithdraw
dydx_protocol_ethereum,DydxGovernor_evt_ProposalCanceled
dydx_protocol_ethereum,DydxGovernor_evt_ProposalCreated
dydx_protocol_ethereum,DydxGovernor_evt_ProposalExecuted
dydx_protocol_ethereum,DydxGovernor_evt_ProposalQueued
dydx_protocol_ethereum,DydxGovernor_evt_VoteEmitted
dyorswap_blast,DYORFactory_evt_PairCreated
dyorswap_blast,DYORPair_evt_Swap
dyorswap_ink,uniswapv2factory_evt_paircreated
dyorswap_ink,uniswapv2pair_evt_swap
dyorswap_unichain,dyorfactory_evt_paircreated
dyorswap_unichain,dyorpair_evt_swap
dyorswap_xlayer,v2factorycontract_evt_paircreated
dyorswap_xlayer,v2pair_evt_swap
dyorswap_xlayer,v3factory_evt_poolcreated
dyorswap_xlayer,v3pool_evt_swap
eas_celo,EAS_call_attest
eas_celo,EAS_evt_Attested
eas_celo,EAS_evt_Revoked
eas_celo,SchemaRegistry_call_register
eas_celo,SchemaRegistry_evt_Registered
eas_linea,SchemaRegistry_call_register
eas_linea,SchemaRegistry_evt_Registered
eas_nova,EAS_call_attest
eas_nova,EAS_evt_Attested
eas_nova,EAS_evt_Revoked
eas_nova,SchemaRegistry_call_register
eas_nova,SchemaRegistry_evt_Registered
eas_scroll,EAS_call_attest
eas_scroll,EAS_evt_Attested
eas_scroll,EAS_evt_Revoked
eas_scroll,SchemaRegistry_call_register
eas_scroll,SchemaRegistry_evt_Registered
echodex_linea,EchodexFactory_evt_PairCreated
echodex_linea,EchodexPair_evt_Swap
eigenlayer_ethereum,AVSDirectory_evt_AVSMetadataURIUpdated
eigenlayer_ethereum,AVSDirectory_evt_OperatorAVSRegistrationStatusUpdated
eigenlayer_ethereum,DelegationManager_evt_OperatorMetadataURIUpdated
eigenlayer_ethereum,DelegationManager_evt_OperatorSharesDecreased
eigenlayer_ethereum,DelegationManager_evt_OperatorSharesIncreased
eigenlayer_ethereum,DelegationManager_evt_SlashingWithdrawalCompleted
eigenlayer_ethereum,DelegationManager_evt_SlashingWithdrawalQueued
eigenlayer_ethereum,DelegationManager_evt_WithdrawalCompleted
eigenlayer_ethereum,DelegationManager_evt_WithdrawalMigrated
eigenlayer_ethereum,DelegationManager_evt_WithdrawalQueued
eigenlayer_ethereum,EigenPodManager_evt_PodSharesUpdated
eigenlayer_ethereum,RewardsCoordinator_evt_AVSRewardsSubmissionCreated
eigenlayer_ethereum,RewardsCoordinator_evt_RewardsSubmissionForAllEarnersCreated
eigenlayer_ethereum,StrategyFactory_evt_StrategySetForToken
eigenlayer_ethereum,StrategyManager_evt_Deposit
eigenlayer_ethereum,StrategyManager_evt_ShareWithdrawalQueued
eigenlayer_ethereum,StrategyManager_evt_StrategyAddedToDepositWhitelist
eigenlayer_ethereum,StrategyManager_evt_StrategyRemovedFromDepositWhitelist
eigenlayer_ethereum,StrategyManager_evt_WithdrawalCompleted
ekubo_ethereum,ekubo_core_call_swap_611415377
ekubo_ethereum,ekubo_core_evt_feesaccumulated
ekubo_ethereum,ekubo_core_evt_poolinitialized
ekubo_ethereum,ekubo_core_evt_positionfeescollected
ekubo_ethereum,ekubo_core_evt_positionupdated
ekubo_v3_ethereum,core_evt_feesaccumulated
ekubo_v3_ethereum,core_evt_poolinitialized
ekubo_v3_ethereum,core_evt_positionfeescollected
ekubo_v3_ethereum,core_evt_positionupdated
element_ex_avalanche_c,OrdersFeature_evt_ERC1155BuyOrderFilled
element_ex_avalanche_c,OrdersFeature_evt_ERC1155SellOrderFilled
element_ex_avalanche_c,OrdersFeature_evt_ERC721BuyOrderFilled
element_ex_avalanche_c,OrdersFeature_evt_ERC721SellOrderFilled
element_ex_bnb,OrdersFeature_evt_ERC1155BuyOrderFilled
element_ex_bnb,OrdersFeature_evt_ERC1155SellOrderFilled
element_ex_bnb,OrdersFeature_evt_ERC721BuyOrderFilled
element_ex_bnb,OrdersFeature_evt_ERC721SellOrderFilled
element_ex_ethereum,OrdersFeature_evt_ERC1155BuyOrderFilled
element_ex_ethereum,OrdersFeature_evt_ERC1155SellOrderFilled
element_ex_ethereum,OrdersFeature_evt_ERC721BuyOrderFilled
element_ex_ethereum,OrdersFeature_evt_ERC721SellOrderFilled
element_ex_optimism,ElementEx_evt_ERC1155BuyOrderFilled
element_ex_optimism,ElementEx_evt_ERC1155SellOrderFilled
element_ex_optimism,ElementEx_evt_ERC721BuyOrderFilled
element_ex_optimism,ElementEx_evt_ERC721SellOrderFilled
element_ex_polygon,OrdersFeature_evt_ERC1155BuyOrderFilled
element_ex_polygon,OrdersFeature_evt_ERC1155SellOrderFilled
element_ex_polygon,OrdersFeature_evt_ERC721BuyOrderFilled
element_ex_polygon,OrdersFeature_evt_ERC721SellOrderFilled
element_ex_scroll,ERC1155OrdersFeature_evt_ERC1155BuyOrderFilled
element_ex_scroll,ERC1155OrdersFeature_evt_ERC1155SellOrderFilled
element_ex_scroll,ERC721OrdersFeature_evt_ERC721BuyOrderFilled
element_ex_scroll,ERC721OrdersFeature_evt_ERC721SellOrderFilled
element_ex_zksync,OrdersFeature_evt_ERC1155BuyOrderFilled
element_ex_zksync,OrdersFeature_evt_ERC1155SellOrderFilled
element_ex_zksync,OrdersFeature_evt_ERC721BuyOrderFilled
element_ex_zksync,OrdersFeature_evt_ERC721SellOrderFilled
elfomofi_base,ElfomoFi_evt_ElfomoTrade
elk_finance_arbitrum,ElkFactory_evt_PairCreated
elk_finance_arbitrum,ElkPair_evt_Swap
elk_finance_avalanche_c,ElkFactory_evt_PairCreated
elk_finance_avalanche_c,ElkPair_evt_Swap
elk_finance_base,ElkFactory_evt_PairCreated
elk_finance_base,ElkPair_evt_Swap
elk_finance_gnosis,ElkFactory_evt_PairCreated
elk_finance_gnosis,ElkPair_evt_Swap
elk_finance_optimism,ElkFactory_evt_PairCreated
elk_finance_optimism,ElkPair_evt_Swap
ellipsis_finance_bnb,AirdropClaim_evt_Claimed
ellipsis_finance_bnb,FactoryPool_call_add_base_pool
ellipsis_finance_bnb,FactoryPool_evt_MetaPoolDeployed
ellipsis_finance_bnb,FactoryPool_evt_PlainPoolDeployed
ellipsis_finance_bnb,FactoryPool_v2_call_add_base_pool
ellipsis_finance_bnb,FactoryPool_v2_evt_MetaPoolDeployed
ellipsis_finance_bnb,FactoryPool_v2_evt_PlainPoolDeployed
ellipsis_finance_bnb,FactoryPool_v3_evt_CryptoPoolDeployed
ellipsis_finance_bnb,FactoryPool_v4_evt_CryptoPoolDeployed
ellipsis_finance_bnb,StableSwap_evt_TokenExchange
ellipsis_finance_bnb,StableSwap_evt_TokenExchangeUnderlying
emdx_avalanche_c,ClearingHouse_call_closePosition
emdx_avalanche_c,ClearingHouse_call_openPosition
emdx_avalanche_c,ClearingHouse_evt_PositionChanged
emdx_avalanche_c,ClearingHouse_evt_PositionLiquidated
energon_base,EnergonDexFactory_evt_PairCreated
energon_base,EnergonDexPair_evt_Swap
enosys_flare,EnosysDexFactory_evt_PairCreated
enosys_flare,EnosysDexV3Factory_evt_PoolCreated
enosys_flare,EnosysDexV3Pool_evt_Swap
enosys_flare,EnosysPair_evt_Swap
ens,resolver_latest
ens,reverse_latest
ens,view_registrations
equalizer_bnb,FlashLoanProvider_evt_FlashLoan
equalizer_ethereum,FlashLoanProvider_evt_FlashLoan
equalizer_exchange_fantom,PairFactory_evt_PairCreated
equalizer_exchange_fantom,Pair_evt_Swap
equalizer_exchange_sonic,PairFactory_evt_PairCreated
equalizer_exchange_sonic,Pair_evt_Swap
equalizer_optimism,FlashLoanProvider_evt_FlashLoan
equalizer_polygon,FlashLoanProvider_evt_FlashLoan
erc1155_abstract,evt_ApprovalForAll
erc1155_abstract,evt_TransferBatch
erc1155_abstract,evt_TransferSingle
erc1155_apechain,evt_ApprovalForAll
erc1155_apechain,evt_TransferBatch
erc1155_apechain,evt_TransferSingle
erc1155_arbitrum,evt_ApprovalForAll
erc1155_arbitrum,evt_TransferBatch
erc1155_arbitrum,evt_TransferSingle
erc1155_avalanche_c,evt_ApprovalForAll
erc1155_avalanche_c,evt_TransferBatch
erc1155_avalanche_c,evt_TransferSingle
erc1155_b3,evt_ApprovalForAll
erc1155_b3,evt_TransferBatch
erc1155_b3,evt_TransferSingle
erc1155_base,evt_ApprovalForAll
erc1155_base,evt_TransferBatch
erc1155_base,evt_TransferSingle
erc1155_berachain,evt_ApprovalForAll
erc1155_berachain,evt_TransferBatch
erc1155_berachain,evt_TransferSingle
erc1155_blast,evt_ApprovalForAll
erc1155_blast,evt_TransferBatch
erc1155_blast,evt_TransferSingle
erc1155_bnb,evt_ApprovalForAll
erc1155_bnb,evt_TransferBatch
erc1155_bnb,evt_TransferSingle
erc1155_bob,evt_ApprovalForAll
erc1155_bob,evt_TransferBatch
erc1155_bob,evt_TransferSingle
erc1155_boba,evt_ApprovalForAll
erc1155_boba,evt_TransferBatch
erc1155_boba,evt_TransferSingle
erc1155_celo,evt_ApprovalForAll
erc1155_celo,evt_TransferBatch
erc1155_celo,evt_TransferSingle
erc1155_corn,evt_ApprovalForAll
erc1155_corn,evt_TransferBatch
erc1155_corn,evt_TransferSingle
erc1155_degen,evt_ApprovalForAll
erc1155_degen,evt_TransferBatch
erc1155_degen,evt_TransferSingle
erc1155_ethereum,evt_ApprovalForAll
erc1155_ethereum,evt_TransferBatch
erc1155_ethereum,evt_TransferSingle
erc1155_fantom,evt_ApprovalForAll
erc1155_fantom,evt_TransferBatch
erc1155_fantom,evt_TransferSingle
erc1155_flare,evt_ApprovalForAll
erc1155_flare,evt_TransferBatch
erc1155_flare,evt_TransferSingle
erc1155_flow,evt_ApprovalForAll
erc1155_flow,evt_TransferBatch
erc1155_flow,evt_TransferSingle
erc1155_gnosis,evt_ApprovalForAll
erc1155_gnosis,evt_TransferBatch
erc1155_gnosis,evt_TransferSingle
erc1155_goerli,evt_ApprovalForAll
erc1155_goerli,evt_TransferBatch
erc1155_goerli,evt_TransferSingle
erc1155_hedera,evt_ApprovalForAll
erc1155_hedera,evt_TransferBatch
erc1155_hedera,evt_TransferSingle
erc1155_hemi,evt_ApprovalForAll
erc1155_hemi,evt_TransferBatch
erc1155_hemi,evt_TransferSingle
erc1155_henesys,evt_ApprovalForAll
erc1155_henesys,evt_TransferBatch
erc1155_henesys,evt_TransferSingle
erc1155_hyperevm,evt_ApprovalForAll
erc1155_hyperevm,evt_TransferBatch
erc1155_hyperevm,evt_TransferSingle
erc1155_ink,evt_ApprovalForAll
erc1155_ink,evt_TransferBatch
erc1155_ink,evt_TransferSingle
erc1155_kaia,evt_ApprovalForAll
erc1155_kaia,evt_TransferBatch
erc1155_kaia,evt_TransferSingle
erc1155_katana,evt_ApprovalForAll
erc1155_katana,evt_TransferBatch
erc1155_katana,evt_TransferSingle
erc1155_lens,evt_ApprovalForAll
erc1155_lens,evt_TransferBatch
erc1155_lens,evt_TransferSingle
erc1155_linea,evt_ApprovalForAll
erc1155_linea,evt_TransferBatch
erc1155_linea,evt_TransferSingle
erc1155_mantle,evt_ApprovalForAll
erc1155_mantle,evt_TransferBatch
erc1155_mantle,evt_TransferSingle
erc1155_megaeth,evt_ApprovalForAll
erc1155_megaeth,evt_TransferBatch
erc1155_megaeth,evt_TransferSingle
erc1155_mezo,evt_ApprovalForAll
erc1155_mezo,evt_TransferBatch
erc1155_mezo,evt_TransferSingle
erc1155_mode,evt_ApprovalForAll
erc1155_mode,evt_TransferBatch
erc1155_mode,evt_TransferSingle
erc1155_monad,evt_ApprovalForAll
erc1155_monad,evt_TransferBatch
erc1155_monad,evt_TransferSingle
erc1155_nova,evt_ApprovalForAll
erc1155_nova,evt_TransferBatch
erc1155_nova,evt_TransferSingle
erc1155_opbnb,evt_ApprovalForAll
erc1155_opbnb,evt_TransferBatch
erc1155_opbnb,evt_TransferSingle
erc1155_optimism,evt_ApprovalForAll
erc1155_optimism,evt_TransferBatch
erc1155_optimism,evt_TransferSingle
erc1155_peaq,evt_ApprovalForAll
erc1155_peaq,evt_TransferBatch
erc1155_peaq,evt_TransferSingle
erc1155_plasma,evt_ApprovalForAll
erc1155_plasma,evt_TransferBatch
erc1155_plasma,evt_TransferSingle
erc1155_plume,evt_ApprovalForAll
erc1155_plume,evt_TransferBatch
erc1155_plume,evt_TransferSingle
erc1155_polygon,evt_ApprovalForAll
erc1155_polygon,evt_TransferBatch
erc1155_polygon,evt_TransferSingle
erc1155_rise,evt_ApprovalForAll
erc1155_rise,evt_TransferBatch
erc1155_rise,evt_TransferSingle
erc1155_ronin,evt_ApprovalForAll
erc1155_ronin,evt_TransferBatch
erc1155_ronin,evt_TransferSingle
erc1155_scroll,evt_ApprovalForAll
erc1155_scroll,evt_TransferBatch
erc1155_scroll,evt_TransferSingle
erc1155_sei,evt_ApprovalForAll
erc1155_sei,evt_TransferBatch
erc1155_sei,evt_TransferSingle
erc1155_sepolia,evt_ApprovalForAll
erc1155_sepolia,evt_TransferBatch
erc1155_sepolia,evt_TransferSingle
erc1155_shape,evt_ApprovalForAll
erc1155_shape,evt_TransferBatch
erc1155_shape,evt_TransferSingle
erc1155_somnia,evt_ApprovalForAll
erc1155_somnia,evt_TransferBatch
erc1155_somnia,evt_TransferSingle
erc1155_sonic,evt_ApprovalForAll
erc1155_sonic,evt_TransferBatch
erc1155_sonic,evt_TransferSingle
erc1155_sophon,evt_ApprovalForAll
erc1155_sophon,evt_TransferBatch
erc1155_sophon,evt_TransferSingle
erc1155_story,evt_ApprovalForAll
erc1155_story,evt_TransferBatch
erc1155_story,evt_TransferSingle
erc1155_superseed,evt_ApprovalForAll
erc1155_superseed,evt_TransferBatch
erc1155_superseed,evt_TransferSingle
erc1155_tac,evt_ApprovalForAll
erc1155_tac,evt_TransferBatch
erc1155_tac,evt_TransferSingle
erc1155_taiko,evt_ApprovalForAll
erc1155_taiko,evt_TransferBatch
erc1155_taiko,evt_TransferSingle
erc1155_tempo,evt_ApprovalForAll
erc1155_tempo,evt_TransferBatch
erc1155_tempo,evt_TransferSingle
erc1155_unichain,evt_ApprovalForAll
erc1155_unichain,evt_TransferBatch
erc1155_unichain,evt_TransferSingle
erc1155_viction,evt_ApprovalForAll
erc1155_viction,evt_TransferBatch
erc1155_viction,evt_TransferSingle
erc1155_worldchain,evt_ApprovalForAll
erc1155_worldchain,evt_TransferBatch
erc1155_worldchain,evt_TransferSingle
erc1155_xlayer,evt_ApprovalForAll
erc1155_xlayer,evt_TransferBatch
erc1155_xlayer,evt_TransferSingle
erc1155_zkevm,evt_ApprovalForAll
erc1155_zkevm,evt_TransferBatch
erc1155_zkevm,evt_TransferSingle
erc1155_zksync,evt_ApprovalForAll
erc1155_zksync,evt_TransferBatch
erc1155_zksync,evt_TransferSingle
erc1155_zora,evt_ApprovalForAll
erc1155_zora,evt_TransferBatch
erc1155_zora,evt_TransferSingle
erc20_abstract,evt_Approval
erc20_abstract,evt_Transfer
erc20_apechain,evt_Approval
erc20_apechain,evt_Transfer
erc20_arbitrum,evt_Approval
erc20_arbitrum,evt_Transfer
erc20_avalanche_c,evt_Approval
erc20_avalanche_c,evt_Transfer
erc20_b3,evt_Approval
erc20_b3,evt_Transfer
erc20_base,evt_Approval
erc20_base,evt_Transfer
erc20_berachain,evt_Approval
erc20_berachain,evt_Transfer
erc20_blast,evt_Approval
erc20_blast,evt_Transfer
erc20_bnb,evt_Approval
erc20_bnb,evt_Transfer
erc20_bob,evt_Approval
erc20_bob,evt_Transfer
erc20_boba,evt_Approval
erc20_boba,evt_Transfer
erc20_celo,evt_Approval
erc20_celo,evt_Transfer
erc20_corn,evt_Approval
erc20_corn,evt_Transfer
erc20_degen,evt_Approval
erc20_degen,evt_Transfer
erc20_ethereum,evt_Approval
erc20_ethereum,evt_Transfer
erc20_fantom,evt_Approval
erc20_fantom,evt_Transfer
erc20_flare,evt_Approval
erc20_flare,evt_Transfer
erc20_flow,evt_Approval
erc20_flow,evt_Transfer
erc20_gnosis,evt_Approval
erc20_gnosis,evt_Transfer
erc20_goerli,evt_Approval
erc20_goerli,evt_Transfer
erc20_hedera,evt_Approval
erc20_hedera,evt_Transfer
erc20_hemi,evt_Approval
erc20_hemi,evt_Transfer
erc20_henesys,evt_Approval
erc20_henesys,evt_Transfer
erc20_hyperevm,evt_Approval
erc20_hyperevm,evt_Transfer
erc20_ink,evt_Approval
erc20_ink,evt_Transfer
erc20_kaia,evt_Approval
erc20_kaia,evt_Transfer
erc20_katana,evt_Approval
erc20_katana,evt_Transfer
erc20_lens,evt_Approval
erc20_lens,evt_Transfer
erc20_linea,evt_Approval
erc20_linea,evt_Transfer
erc20_mantle,evt_Approval
erc20_mantle,evt_Transfer
erc20_megaeth,evt_Approval
erc20_megaeth,evt_Transfer
erc20_mezo,evt_Approval
erc20_mezo,evt_Transfer
erc20_mode,evt_Approval
erc20_mode,evt_Transfer
erc20_monad,evt_Approval
erc20_monad,evt_Transfer
erc20_nova,evt_Approval
erc20_nova,evt_Transfer
erc20_opbnb,evt_Approval
erc20_opbnb,evt_Transfer
erc20_optimism,evt_Approval
erc20_optimism,evt_Transfer
erc20_peaq,evt_Approval
erc20_peaq,evt_Transfer
erc20_plasma,evt_Approval
erc20_plasma,evt_Transfer
erc20_plume,evt_Approval
erc20_plume,evt_Transfer
erc20_polygon,evt_Approval
erc20_polygon,evt_Transfer
erc20_rise,evt_Approval
erc20_rise,evt_Transfer
erc20_ronin,evt_Approval
erc20_ronin,evt_Transfer
erc20_scroll,evt_Approval
erc20_scroll,evt_Transfer
erc20_sei,evt_Approval
erc20_sei,evt_Transfer
erc20_sepolia,evt_Approval
erc20_sepolia,evt_Transfer
erc20_shape,evt_Approval
erc20_shape,evt_Transfer
erc20_somnia,evt_Approval
erc20_somnia,evt_Transfer
erc20_sonic,evt_Approval
erc20_sonic,evt_Transfer
erc20_sophon,evt_Approval
erc20_sophon,evt_Transfer
erc20_story,evt_Approval
erc20_story,evt_Transfer
erc20_superseed,evt_Approval
erc20_superseed,evt_Transfer
erc20_tac,evt_Approval
erc20_tac,evt_Transfer
erc20_taiko,evt_Approval
erc20_taiko,evt_Transfer
erc20_tempo,evt_Approval
erc20_tempo,evt_Transfer
erc20_tron,evt_Approval
erc20_tron,evt_Transfer
erc20_unichain,evt_Approval
erc20_unichain,evt_Transfer
erc20_viction,evt_Approval
erc20_viction,evt_Transfer
erc20_worldchain,evt_Approval
erc20_worldchain,evt_Transfer
erc20_xlayer,evt_Approval
erc20_xlayer,evt_Transfer
erc20_zkevm,evt_Approval
erc20_zkevm,evt_Transfer
erc20_zksync,evt_Approval
erc20_zksync,evt_Transfer
erc20_zora,evt_Approval
erc20_zora,evt_Transfer
erc4337_arbitrum,EntryPoint_v0_5_call_handleOps
erc4337_arbitrum,EntryPoint_v0_5_evt_AccountDeployed
erc4337_arbitrum,EntryPoint_v0_5_evt_UserOperationEvent
erc4337_arbitrum,EntryPoint_v0_6_call_handleOps
erc4337_arbitrum,EntryPoint_v0_6_evt_AccountDeployed
erc4337_arbitrum,EntryPoint_v0_6_evt_UserOperationEvent
erc4337_arbitrum,entrypoint_call_handleops
erc4337_arbitrum,entrypoint_evt_accountdeployed
erc4337_arbitrum,entrypoint_evt_useroperationevent
erc4337_arbitrum,entrypoint_v0_7_call_handleops
erc4337_arbitrum,entrypoint_v0_7_evt_accountdeployed
erc4337_arbitrum,entrypoint_v0_7_evt_useroperationevent
erc4337_avalanche_c,EntryPoint_v0_5_call_handleOps
erc4337_avalanche_c,EntryPoint_v0_5_evt_AccountDeployed
erc4337_avalanche_c,EntryPoint_v0_5_evt_UserOperationEvent
erc4337_avalanche_c,EntryPoint_v0_6_call_handleOps
erc4337_avalanche_c,EntryPoint_v0_6_evt_AccountDeployed
erc4337_avalanche_c,EntryPoint_v0_6_evt_UserOperationEvent
erc4337_base,EntryPoint_v0_6_call_handleOps
erc4337_base,EntryPoint_v0_6_evt_AccountDeployed
erc4337_base,EntryPoint_v0_6_evt_UserOperationEvent
erc4337_base,EntryPoint_v0_7_call_handleOps
erc4337_base,EntryPoint_v0_7_evt_AccountDeployed
erc4337_base,EntryPoint_v0_7_evt_UserOperationEvent
erc4337_base,entrypoint_call_handleops
erc4337_base,entrypoint_evt_accountdeployed
erc4337_base,entrypoint_evt_useroperationevent
erc4337_bnb,EntryPoint_v0_6_call_handleOps
erc4337_bnb,EntryPoint_v0_6_evt_AccountDeployed
erc4337_bnb,EntryPoint_v0_6_evt_UserOperationEvent
erc4337_bnb,entrypoint_v0_7_call_handleops
erc4337_bnb,entrypoint_v0_7_evt_accountdeployed
erc4337_bnb,entrypoint_v0_7_evt_useroperationevent
erc4337_celo,EntryPoint_call_handleOps
erc4337_celo,EntryPoint_evt_AccountDeployed
erc4337_celo,EntryPoint_evt_UserOperationEvent
erc4337_ethereum,EntryPoint_call_handleOps
erc4337_ethereum,EntryPoint_evt_AccountDeployed
erc4337_ethereum,EntryPoint_evt_UserOperationEvent
erc4337_ethereum,EntryPoint_v0_6_call_handleOps
erc4337_ethereum,EntryPoint_v0_6_evt_AccountDeployed
